objectid,reporter,RecOwner,SciName,ComName,Nativity,OccStatus,Status,ObsDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,Method,CoordAcc,DataType,Centroid,Abundance,InfestAcre,GrossAcre,Percentcov,Density,Quantity,QuantityU,APPXQuant,NumCollect,Smallest,Largest,Incidence,Severity,Host,Host_Name,HostPheno,HostDamage,ManageStat,PopStat,Habitat,LocalOwner,Site,RecBasis,Museum,MuseumRec,Voucher,ObsIDer,CollectTme,UUID,OrgSrcID,OrigName,RecSrcTyp,Surveyor,DateAcc,VisitType,DataMthd,TrapType,NumTraps,TargetName,TargetCnt,TargetRnge,Phenology,LifeStatus,Sex,PID,WaterName,WaterType,Substrate,TreatArea,PlantTreat,TreatComm,Reference,Locality,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm,CurrentRecord
633323,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2009-07-08,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.59365"," -82.01915",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9232",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 3113 SW 22nd Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633324,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2008-08-06,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.59034"," -82.03607",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9233",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 3316 Surfside Blvd""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633325,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2007-06-05,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.58863"," -82.03161",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9234",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 3413 SW 28th Ave""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633326,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2009-06-24,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.58888"," -82.03148",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9235",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 3413 SW 28th Ave""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633327,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2009-07-09,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.58888"," -82.03147",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9236",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 3413 SW 28th Ave""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633328,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2009-08-05,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.58895"," -82.03150",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9237",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 3413 SW 28th Ave""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633329,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2007-06-26,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.58848"," -82.03153",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9238",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 3414 SW 28th Ave""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633330,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2007-07-09,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.58853"," -82.03153",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9239",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 3419 SW 28th Ave""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633331,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2006-08-28,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.58752"," -82.03138",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9240",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 3523 SW 28th Ave""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633332,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2005-12-23,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.58431"," -82.03597",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9241",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 3624 Surfside Blvd""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633333,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2006-10-18,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.58452"," -82.03062",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9242",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 3700 SW 27th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633334,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2005-10-11,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.58025"," -82.02493",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9243",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 3901 SW 25th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633335,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2007-04-20,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.58013"," -82.02251",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9244",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 3901 SW 25th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633336,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2007-06-21,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.58016"," -82.02512",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9245",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 3901 SW 25th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633337,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2009-09-03,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.58017"," -82.02517",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9246",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 3901 SW 25th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633338,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2008-09-18,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.57769"," -82.02873",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9247",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 4001 SW 26th Ct""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633339,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2008-05-02,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.57685"," -82.02789",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9248",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 4004 SW 26th Ave""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633340,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2006-07-20,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.57697"," -82.02779",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9249",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 4012 SW 26th Ave""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633341,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2007-05-24,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.57504"," -82.03057",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9250",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 4117 SW 27th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633342,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2006-08-25,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.57381"," -82.02671",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9251",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 4130 SW 25th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633343,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2007-05-27,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.57052"," -82.03221",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9252",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 4321 Sands Blvd""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633344,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2007-01-22,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.55958"," -82.00972",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9253",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 4913 SW 17th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633345,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2005-11-14,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.55478"," -82.03298",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9254",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 5211 SW 28th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633346,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2005-10-20,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.55401"," -82.02530",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9255",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 5225 SW 25th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633347,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2008-09-09,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.55271"," -82.03208",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9256",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 5310 Sands Blvd""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633348,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2007-05-28,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.55055"," -82.02526",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9257",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 5409 SW 25th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633349,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2007-06-18,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.55055"," -82.02526",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9258",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 5409 SW 25th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633350,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2006-07-13,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.55051"," -82.03128",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9259",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 5411 Sands Blvd""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633351,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2006-07-27,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.55029"," -82.02951",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9260",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 5415 Sands Blvd""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633352,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2007-03-13,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.54963"," -82.02522",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9261",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 5429 SW 25th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633353,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2005-11-08,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.54952"," -82.02432",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9262",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 5430 SW 24th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633354,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2005-11-08,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.54952"," -82.02432",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9263",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 5430 SW 24th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633355,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2005-11-08,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.54952"," -82.02432",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9264",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 5430 SW 24th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633356,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2005-11-08,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.54952"," -82.02432",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9265",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 5430 SW 24th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
633357,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Treated,2006-07-27,2010-01-23,2012-01-04,"""Lee, Florida, United States""","  26.54937"," -82.02486",WGS84     ,Reported,,,,,,,,,,,,,,,,,,,,,Treated,,,,,Human Observation,,,,,,,"9266",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Kraig Hankins, City of Cape Coral, personal communication""","""Cape Coral, 5430 SW 24th Pl""",,2010-01-23,Florida Fish and Wildlife Conservation Commission,Specimens,Verified,Verified,,"1"
